Tradename,License Number,Street Address,UBI,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source,slug,scrape,wmsite,address,city,email,street,st,dispensaryname,med_rec,zipcode,Wmaps_ManuallyCleaned,Wmaps_Source
420 DOWNTOWN,421797,23694 HIGHWAY 3 STE A,6040000000000000.0,,BELFAIR                 ,WA,MASON,98528-0000,MARIJUANA RETAILER,PENDING (ISSUED),2017-06-02,3605616972,0,0,,,,,,,,,,,,,
420 ELMA ON MAIN,426678,306 W MAIN ST,6040000000000000.0,,ELMA                    ,WA,GRAYS HARBOR,98541-0000,MARIJUANA RETAILER,PENDING (ISSUED),2020-02-25,2539061919,0,0,,,,,,,,,,,,,
420 EVERGREEN,427533,25 NE 2ND ST STE B,6030000000000000.0,,STEVENSON               ,WA,SKAMANIA,98648-4215,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-02-21,9715060696,0,0,the-cannabis-corner,245.0,https://weedmaps.com/dispensaries/the-cannabis-corner,"25 North East 2nd Street,Stevenson,Washington 98648",Stevenson,INFO@THECANNABISCORNER.ORG,25 North East 2nd Street,WA,420 EVERGREEN,recreational,98648,0.0,
420 FARMS,412433,11670 W HWY 28,6034130000000000.0,STE C                    ,QUINCY                  ,WA,GRANT,98848-9709,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-05-12,5096796556,0,0,,,,,,,,,,,,,
420 GRAND CENTRAL,428560,19941 OLD HIGHWAY 99 SW,6040000000000000.0,,ROCHESTER               ,WA,THURSTON,98579-8689,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-06,3604026368,0,0,,,,,,,,,,,,,
420 GROWERS AND PROCESSORS,412200,4710 E ELK TO HIGHWAY RD STE A,6034610000000000.0,,ELK                     ,WA,SPOKANE,99009-8752,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2017-02-02,5097014967,0,0,,,,,,,,,,,,,
420 GROWERS AND PRODUCERS,417542,4710 E ELK TO HIGHWAY RD STE B,6023010000000000.0,,ELK                     ,WA,SPOKANE,99009-8752,MARIJUANA PROCESSOR,PENDING (NOT ISSUED),2014-02-17,5092829818,0,0,,,,,,,,,,,,,
420 HOLIDAY,415526,2028 10TH AVE,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-4007,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-14,3607033103,0,0,420-holiday,127.0,http://weedmaps.com/dispensaries/420-holiday,"2028 10th Avenue, Longview, Washington 98632",Longview,420HOLIDAYLONGVIEW@GMAIL.COM,2028 10th Avenue,WA,420 HOLIDAY,recreational,98632,0.0,
420 HOLIDAY,415526,2028 10TH AVE,6030000000000000.0,,LONGVIEW                ,WA,COWLITZ,98632-4007,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-12-14,3607033103,0,0,420-holiday,154.0,https://weedmaps.com/dispensaries/420-holiday,"2028 10th Avenue, Longview, Washington 98632",Longview,420HOLIDAYLONGVIEW@GMAIL.COM,2028 10th Avenue,WA,420 HOLIDAY,recreational,98632,0.0,
420 NATURAL,416426,9730 LATHROP INDUSTRIAL DR SW,6033570000000000.0,STE D1                   ,TUMWATER                ,WA,THURSTON,98512-1064,MARIJUANA PRODUCER TIER 2,PENDING (ISSUED),2017-04-22,3603523420,0,0,,,,,,,,,,,,,
420 PRO,416001,12313 NE 117TH AVE,6034490000000000.0,,VANCOUVER               ,WA,CLARK,98662-1267,MARIJUANA PROCESSOR,CLOSED (PERMANENT),2016-10-12,3604488960,0,0,,,,,,,,,,,,,
420 PRODUCTS,412742,21 154TH DR SE    STE A,6033510000000000.0,STE A                    ,SNOHOMISH               ,WA,SNOHOMISH,98290-7780,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-11-29,2067943797,0,0,,,,,,,,,,,,,
420 RANCH,416748,8531 POSTMA RD STE P,6033590000000000.0,STE P                    ,MOXEE                   ,WA,YAKIMA,98936-9317,MARIJUANA PRODUCER TIER 3,CLOSED (PERMANENT),2017-02-21,5415711868,0,0,,,,,,,,,,,,,
420 RANCH,424483,8531 POSTMA RD STE Z,6033590000000000.0,STE Z                    ,MOXEE                   ,WA,YAKIMA,98936-9317,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-03-30,5415711868,0,0,,,,,,,,,,,,,
420 RANCH,425406,31 SHILOH WAY STE A,6033590000000000.0,STE A,GOLDENDALE,WA,KLICKITAT,nan-,MARIJUANA PRODUCER TIER 3,PENDING (ISSUED),2018-03-07,5415711868,1,https://data.lcb.wa.gov/Licensing/Licensed-Businesses/u3zh-ri66,,,,,,,,,,,,,
420 REMEDIES,422834,2807 OLYMPIC HWY STE B,6030000000000000.0,,ABERDEEN                ,WA,GRAYS HARBOR,98520-3158,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,3607912094,0,0,,,,,,,,,,,,,
420 REMEDIES,423252,1628 STATE ROUTE 105 STE A-1,6030000000000000.0,,GRAYLAND                ,WA,GRAYS HARBOR,98547-9504,MARIJUANA RETAILER,PENDING (NOT ISSUED),2016-04-02,3607912094,0,0,,,,,,,,,,,,,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,101.0,http://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,127.0,http://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,154.0,https://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,184.0,https://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,215.0,https://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,242.0,https://weedmaps.com/dispensaries/420-spot-shop,"1374 SE LUND AVE, PORT ORCHARD, WA 98366",PORT ORCHARD,420SPOTSHOP@GMAIL.COM,1374 SE LUND AVE,WA,420 SPOT SHOP,recreational,98366,0.0,
420 SPOT SHOP,414550,1374 SE LUND AVE,6030000000000000.0,,PORT ORCHARD            ,WA,KITSAP,98366-5628,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-03-07,3603405966,0,0,420-spot-shop,245.0,https://weedmaps.com/dispensaries/420-spot-shop,"1374 SE Lund Ave,Port Orchard,Washington 98366",Port Orchard,420SPOTSHOP@GMAIL.COM,1374 SE Lund Ave,WA,420 SPOT SHOP,recreational,98366,0.0,
420 TACOMA,423372,2128 S 37TH ST,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98409-7445,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-01-16,3604026368,0,0,the-cannabis-oasis-2,154.0,https://weedmaps.com/dispensaries/the-cannabis-oasis-2,"2128 S. 37th Street, Tacoma, Wa 98409",Tacoma,DINO@CANNAOASIS.COM,2128 S. 37th Street,WA,THE CANNABIS OASIS,recreational,98409,0.0,
420 WEST,414733,410 RONLEE LN NW A1,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-9266,MARIJUANA RETAILER,PENDING (ISSUED),2019-11-21,3604026368,0,0,,,,,,,,,,,,,
47 DEGREES NORTH,416340,28221 N NORTH RD,6033530000000000.0,,DEER PARK               ,WA,SPOKANE,99006-9363,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-07-15,2063750631,0,0,,,,,,,,,,,,,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,101.0,http://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,127.0,http://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,154.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,184.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,215.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,227.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,242.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street, Spokane, Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4:20 FRIENDLY,413586,1515 LEWIS ST,6030000000000000.0,,SPOKANE                 ,WA,SPOKANE,99224-9785,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-09-24,5094990999,0,0,420-friendly,245.0,https://weedmaps.com/dispensaries/420-friendly,"1515 South Lewis Street,Spokane,Washington 99224",Spokane,A420STORE@GMAIL.COM,1515 South Lewis Street,WA,420 FRIENDLY,recreational,99224,0.0,
4EVER HEALING,414775,9925 214TH AVE E,6030000000000000.0,STE F                    ,BONNEY LAKE             ,WA,PIERCE,98391-0000,MARIJUANA RETAILER,CLOSED (PERMANENT),2016-09-20,2532241442,0,0,,,,,,,,,,,,,
4EVERGREEN TREES,413855,3303 S 35TH ST STE B-18,6033530000000000.0,STE B-18                 ,TACOMA                  ,WA,PIERCE,98409-0000,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2017-06-27,2063544239,0,0,,,,,,,,,,,,,
502 DISTRIBUTION,413907,1328 276TH ST E  STE A,6033560000000000.0,STE A                    ,SPANAWAY                ,WA,PIERCE,98387-9710,MARIJUANA PROCESSOR,PENDING (ISSUED),2017-05-27,5038600606,0,0,,,,,,,,,,,,,
502 PROCESSOR'S GROUP,413478,2942 1ST AVE S,6033560000000000.0,,SEATTLE                 ,WA,KING,98134-1820,MARIJUANA PROCESSOR,ACTIVE (ISSUED),2016-12-08,4147310189,0,0,,,,,,,,,,,,,
509 DA KINE,412599,19 GUN CLUB RD STE A,6033470000000000.0,,BREWSTER                ,WA,DOUGLAS,98812-9631,MARIJUANA PRODUCER TIER 2,ACTIVE (ISSUED),2016-11-09,5096860178,0,0,,,,,,,,,,,,,
5TH HOUSE FARMS,416057,19425 OLD HWY 99 SW STE A,6034230000000000.0,,ROCHESTER               ,WA,THURSTON,98579-9124,MARIJUANA PRODUCER TIER 3,ACTIVE (ISSUED),2017-06-19,4255311122,0,0,,,,,,,,,,,,,
8 BALL BARRISTER,421562,3833 PACIFIC AVE STE 3-C,6030000000000000.0,,TACOMA                  ,WA,PIERCE,98418-7897,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-04-06,2533700736,0,0,natures-resource-center,184.0,https://weedmaps.com/dispensaries/natures-resource-center,"3833 Pacific Ave Suite C, Tacoma, WA 98418",Tacoma,NRC420@GMAIL.COM,3833 Pacific Ave Suite C,WA,NATURES CENTER TACOMA,recreational,98418,0.0,
"8 BALL BARRISTER, LLC",421757,113 HOWERTON AVE,6030000000000000.0,STE B                    ,ILWACO                  ,WA,PACIFIC,98624-9088,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-05-15,2535721500,0,0,,,,,,,,,,,,,
A & J MANAGEMENT GROUP,421491,234 DIVISION ST NW STE B,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-4916,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-07,5055507710,0,0,gypsy-greens-3,184.0,https://weedmaps.com/dispensaries/gypsy-greens-3,"234 Division St NW, Olympia, Wa 98502",Olympia,GYPSYGREENS@OUTLOOK.COM,234 Division St NW,WA,GYPSY GREENS OLYMPIA,recreational,98502,0.0,
A & J MANAGEMENT GROUP,421491,234 DIVISION ST NW STE B,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-4916,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-07,5055507710,0,0,gypsy-greens-3,215.0,https://weedmaps.com/dispensaries/gypsy-greens-3,"234 Division St NW, Olympia, Wa 98502",Olympia,GYPSYGREENS@OUTLOOK.COM,234 Division St NW,WA,GYPSY GREENS OLYMPIA,recreational,98502,0.0,
A & J MANAGEMENT GROUP,421491,234 DIVISION ST NW STE B,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-4916,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-07,5055507710,0,0,gypsy-greens-3,227.0,https://weedmaps.com/dispensaries/gypsy-greens-3,"234 Division St NW, Olympia, Wa 98502",Olympia,GYPSYGREENS@OUTLOOK.COM,234 Division St NW,WA,GYPSY GREENS OLYMPIA,recreational,98502,0.0,
A & J MANAGEMENT GROUP,421491,234 DIVISION ST NW STE B,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-4916,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-07,5055507710,0,0,gypsy-greens-3,242.0,https://weedmaps.com/dispensaries/gypsy-greens-3,"234 Division St NW, Olympia, Wa 98502",Olympia,GYPSYGREENS@OUTLOOK.COM,234 Division St NW,WA,GYPSY GREENS OLYMPIA,recreational,98502,0.0,
A & J MANAGEMENT GROUP,421491,234 DIVISION ST NW STE B,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98502-4916,MARIJUANA RETAILER,ACTIVE (ISSUED),2020-04-07,5055507710,0,0,gypsy-greens-3,245.0,https://weedmaps.com/dispensaries/gypsy-greens-3,"234 Division St NW,Olympia,Washington 98502",Olympia,GYPSYGREENS@OUTLOOK.COM,234 Division St NW,WA,GYPSY GREENS OLYMPIA,recreational,98502,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,101.0,http://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Oympia, WA 98501",Oympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,127.0,http://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,154.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,184.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,215.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,227.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,242.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE, Olympia, WA 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A BUD & LEAF,413821,421 LILLY RD SE,6030000000000000.0,,OLYMPIA                 ,WA,THURSTON,98501-2108,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-17,3608706000,0,0,a-bud-leaf,245.0,https://weedmaps.com/dispensaries/a-bud-leaf,"421 Lilly Road, SE,Olympia,Washington 98501",Olympia,ABUDANDLEAF@GMAIL.COM,"421 Lilly Road, SE",WA,A BUD AND LEAF,recreational,98501,0.0,
A GREEN LIFE,413361,15219 NE 90TH ST UNIT B,6030000000000000.0,,REDMOND                 ,WA,KING,98052-3561,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-13,2068537391,0,0,,,,,,,,,,,,,
A GREEN LIFE,421755,9625 15TH AVE SW,6030000000000000.0,,SEATTLE                 ,WA,KING,98106-2821,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-01-07,2068537391,0,0,,,,,,,,,,,,,
A GREEN LIFE,421995,9823 15TH AVE SW UNIT D2,6030000000000000.0,UNIT D2                  ,SEATTLE                 ,WA,KING,98106-2847,MARIJUANA RETAILER,ACTIVE (ISSUED),2017-03-06,2068537391,0,0,,,,,,,,,,,,,
A GREENER TODAY MARIJUANA,414441,5209 MARTIN LUTHER KING JR.,6030000000000000.0,WAY S                    ,SEATTLE                 ,WA,KING,98118-6131,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2066877877,0,0,a-greener-today-seattle,184.0,https://weedmaps.com/dispensaries/a-greener-today-seattle,"5209 MARTIN LUTHER KING JR Way South, Seattle, WA 98118",Seattle,INFO@AGREENERTODAY.COM,5209 MARTIN LUTHER KING JR Way South,WA,A GREENER TODAY MARIJUANA SEATTLE,recreational,98118,1.0,Manual Validation
A GREENER TODAY MARIJUANA,414441,5209 MARTIN LUTHER KING JR.,6030000000000000.0,WAY S                    ,SEATTLE                 ,WA,KING,98118-6131,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2066877877,0,0,a-greener-today-seattle,215.0,https://weedmaps.com/dispensaries/a-greener-today-seattle,"5209 MARTIN LUTHER KING JR Way South, Seattle, WA 98118",Seattle,INFO@AGREENERTODAY.COM,5209 MARTIN LUTHER KING JR Way South,WA,A GREENER TODAY MARIJUANA SEATTLE,recreational,98118,1.0,Manual Validation
A GREENER TODAY MARIJUANA,414441,5209 MARTIN LUTHER KING JR.,6030000000000000.0,WAY S                    ,SEATTLE                 ,WA,KING,98118-6131,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2066877877,0,0,a-greener-today-seattle,227.0,https://weedmaps.com/dispensaries/a-greener-today-seattle,"5209 MARTIN LUTHER KING JR Way South, Seattle, WA 98118",Seattle,INFO@AGREENERTODAY.COM,5209 MARTIN LUTHER KING JR Way South,WA,A GREENER TODAY MARIJUANA SEATTLE,recreational,98118,1.0,Manual Validation
A GREENER TODAY MARIJUANA,414441,5209 MARTIN LUTHER KING JR.,6030000000000000.0,WAY S                    ,SEATTLE                 ,WA,KING,98118-6131,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2066877877,0,0,a-greener-today-seattle,242.0,https://weedmaps.com/dispensaries/a-greener-today-seattle,"5209 MARTIN LUTHER KING JR Way South, Seattle, WA 98118",Seattle,INFO@AGREENERTODAY.COM,5209 MARTIN LUTHER KING JR Way South,WA,A GREENER TODAY MARIJUANA SEATTLE,recreational,98118,1.0,Manual Validation
A GREENER TODAY MARIJUANA,414441,5209 MARTIN LUTHER KING JR.,6030000000000000.0,WAY S                    ,SEATTLE                 ,WA,KING,98118-6131,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2066877877,0,0,a-greener-today-seattle,245.0,https://weedmaps.com/dispensaries/a-greener-today-seattle,"5209 MARTIN LUTHER KING JR Way South, Seattle, WA 98118",Seattle,INFO@AGREENERTODAY.COM,5209 MARTIN LUTHER KING JR Way South,WA,A GREENER TODAY MARIJUANA SEATTLE,recreational,98118,1.0,Manual Validation
A GREENER TODAY MARIJUANA,414814,16053 AURORA AVE N STE B,6030000000000000.0,STE B                    ,SHORELINE               ,WA,KING,98133-2610,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2068017756,0,0,a-greener-today-north,184.0,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,AGREENERTODAYREC@GMAIL.COM,16053 Aurora Ave N Suite B,WA,A GREENER TODAY MARIJUANA SHORELINE,recreational,98133,0.0,
A GREENER TODAY MARIJUANA,414814,16053 AURORA AVE N STE B,6030000000000000.0,STE B                    ,SHORELINE               ,WA,KING,98133-2610,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2068017756,0,0,a-greener-today-north,215.0,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,AGREENERTODAYREC@GMAIL.COM,16053 Aurora Ave N Suite B,WA,A GREENER TODAY MARIJUANA SHORELINE,recreational,98133,0.0,
A GREENER TODAY MARIJUANA,414814,16053 AURORA AVE N STE B,6030000000000000.0,STE B                    ,SHORELINE               ,WA,KING,98133-2610,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2068017756,0,0,a-greener-today-north,242.0,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B, Seattle, WA 98133",Seattle,INFO@AGREENERTODAY.COM,16053 Aurora Ave N Suite B,WA,A GREENER TODAY MARIJUANA SHORELINE,recreational,98133,0.0,
A GREENER TODAY MARIJUANA,414814,16053 AURORA AVE N STE B,6030000000000000.0,STE B                    ,SHORELINE               ,WA,KING,98133-2610,MARIJUANA RETAILER,ACTIVE (ISSUED),2019-10-18,2068017756,0,0,a-greener-today-north,245.0,https://weedmaps.com/dispensaries/a-greener-today-north,"16053 Aurora Ave N Suite B,Seattle,Washington 98133",Seattle,INFO@AGREENERTODAY.COM,16053 Aurora Ave N Suite B,WA,A GREENER TODAY MARIJUANA SHORELINE,recreational,98133,0.0,
