License Number,Visit Date,Penalty Type,Case #,WAC Code,Violation Type,City Name,County Name
414829,04/27/2016 12:00:00 AM,Written Warning,3E6118A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
415526,09/14/2015 12:00:00 AM,Written Warning,1K5257A,69.50.357,(MJ) Retail outlet selling unauthorized products.,LONGVIEW,COWLITZ
414520,11/12/2015 12:00:00 AM,Written Warning,3G5316A,314.55.018,(MJ) Packaging and/or labeling violations (processor/retailer).,EVERETT,SNOHOMISH
415488,05/11/2015 12:00:00 AM,Written Warning,1E5131A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,HOQUIAM,GRAYS HARBOR
416039,12/22/2016 12:00:00 AM,Written Warning,7E6357A,314.55.083(1),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),VANCOUVER,CLARK
413718,06/08/2015 12:00:00 AM,Written Warning,7D5159A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),TACOMA,PIERCE
413912,10/14/2016 12:00:00 AM,Written Warning,7H6290A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORP. AREAS,OKANOGAN
414569,02/03/2015 12:00:00 AM,Written Warning,3W5034A,69.50.357,(MJ) Retailer displaying products in a manner visible to the general public from a public right of way.,SHORELINE,KING
414462,11/30/2016 12:00:00 AM,Written Warning,7P6335A,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,CHELAN
416183,01/04/2017 12:00:00 AM,Written Warning,7G7004A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,SNOHOMISH
412598,03/02/2016 12:00:00 AM,Written Warning,7G6062A,314.55.097,(MJ) Failure for a processor to meet marijuana waste disposal requirements.,ARLINGTON,SNOHOMISH
413319,01/10/2017 12:00:00 AM,Written Warning,2I7010B,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,SEATTLE,KING
412585,11/20/2014 12:00:00 AM,Written Warning,7D4324A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,CLALLAM
414520,11/12/2015 12:00:00 AM,Written Warning,3G5316A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,EVERETT,SNOHOMISH
415984,11/09/2015 12:00:00 AM,Written Warning,7O5313A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,BENTON
414417,05/14/2015 12:00:00 AM,Written Warning,3L5134A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,BELLEVUE,KING
422442,05/19/2016 12:00:00 AM,Written Warning,4R6140A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SPOKANE (CITY),SPOKANE
413806,09/21/2015 12:00:00 AM,Written Warning,4I5264A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,CHELAN
413123,08/22/2016 12:00:00 AM,Written Warning,7C6235A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,UNINCORPORATED AREAS,THURSTON
412069,05/12/2014 12:00:00 AM,Written Warning,7A42132A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
413319,07/09/2015 12:00:00 AM,Written Warning,2A5191A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
421667,12/19/2016 12:00:00 AM,Written Warning,3H6354A,69.50.357,(MJ) Retail outlet selling unauthorized products.,UNINCORPORATED AREAS,SNOHOMISH
412585,11/01/2014 12:00:00 AM,Written Warning,7D4305A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",UNINCORP. AREAS,CLALLAM
416538,03/08/2017 12:00:00 AM,Written Warning,7M7067A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,STEVENS
413534,04/27/2017 12:00:00 AM,Written Warning,3C7117A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,ANACORTES,SKAGIT
413179,10/08/2014 12:00:00 AM,Written Warning,7G4281I,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,SNOHOMISH
416689,03/03/2016 12:00:00 AM,Written Warning,7L6063G,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),MOXEE,YAKIMA
412525,12/21/2015 12:00:00 AM,Written Warning,7J5355A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,FEDERAL WAY,KING
416387,06/10/2016 12:00:00 AM,Written Warning,7P6162A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORPORATED AREAS,CHELAN
412566,06/06/2016 12:00:00 AM,Written Warning,7J6158A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,KING
414152,08/24/2015 12:00:00 AM,Written Warning,7C5236A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,MASON
414785,01/12/2015 12:00:00 AM,Written Warning,2E5012A,314.55.086,(MJ) Signs: Failure to post required signs.,SEATTLE,KING
412258,10/07/2015 12:00:00 AM,Written Warning,7C5280A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,MASON
413739,12/31/2014 12:00:00 AM,Written Warning,4X4365A,314.55.155(2),(MJ) Advertising: Violations (statements/illustrations).,MILLWOOD,SPOKANE
413870,06/13/2016 12:00:00 AM,Written Warning,1U6165C,314.55.079,(MJ) Violation of transportation requirements.,BREMERTON,KITSAP
417346,02/11/2016 12:00:00 AM,Written Warning,7L6042B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,GRANT
412452,12/11/2015 12:00:00 AM,Written Warning,7D5345A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORPORATED AREAS,MASON
413478,11/20/2015 12:00:00 AM,Written Warning,7B5324A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
412084,11/13/2015 12:00:00 AM,Written Warning,7O5324A,314.55.105,(MJ) Packaging and/or labeling violations (processor/retailer).,UNINCORP. AREAS,BENTON
415032,06/08/2017 12:00:00 AM,AVN,3C7159A,314.55.079,(MJ) Sale or service to minor,UNINCORPORATED AREAS,SKAGIT
412588,12/16/2015 12:00:00 AM,Written Warning,7N5350A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORPORATED AREAS,SPOKANE
414983,11/21/2014 12:00:00 AM,Written Warning,3L4325A,314.55.155(2),(MJ) Advertising: Violations (statements/illustrations).,BELLEVUE,KING
413806,04/30/2015 12:00:00 AM,Written Warning,4H5120A,314.55.086,(MJ) Signs: Failure to post required signs.,UNINCORPORATED AREAS,CHELAN
412079,12/28/2015 12:00:00 AM,Written Warning,7E5362A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),VANCOUVER,CLARK
416183,01/04/2017 12:00:00 AM,Written Warning,7G7004A,314.55.087,(MJ) Records: Improper recordkeeping. (producer),UNINCORPORATED AREAS,SNOHOMISH
413039,05/12/2015 12:00:00 AM,Written Warning,7O5132A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,BENTON
417001,10/25/2016 12:00:00 AM,Written Warning,7O6299A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,BENTON
420898,01/23/2017 12:00:00 AM,Written Warning,4T7023A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments (producer),SPOKANE (CITY),SPOKANE
412544,10/21/2015 12:00:00 AM,Written Warning,2B5294A,314.55.085,(MJ) Violation of transportation requirements. (producer),LYMAN,SKAGIT
414495,08/07/2015 12:00:00 AM,Written Warning,3F5219A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
414174,11/09/2015 12:00:00 AM,Written Warning,2A5313A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
414958,03/30/2017 12:00:00 AM,Written Warning,4H7089A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,ELLENSBURG,KITTITAS
412069,05/12/2014 12:00:00 AM,Written Warning,7A42132A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),SEATTLE,KING
412229,02/11/2016 12:00:00 AM,Written Warning,7J6042A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
413529,02/12/2016 12:00:00 AM,Written Warning,3B6043A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,BELLINGHAM,WHATCOM
415921,05/04/2017 12:00:00 AM,Written Warning,7P7124B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,CHELAN
416412,03/04/2016 12:00:00 AM,Written Warning,7D6064A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORPORATED AREAS,MASON
412069,05/12/2014 12:00:00 AM,Written Warning,7A42132A,314.55.083(1),(MJ) Licensee/employee failing to display required security badge.,SEATTLE,KING
412697,11/23/2016 12:00:00 AM,Written Warning,7O6328A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORP. AREAS,BENTON
424162,04/12/2017 12:00:00 AM,Written Warning,7L7102A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,YAKIMA
415361,05/26/2016 12:00:00 AM,Written Warning,1L6147A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KLICKITAT
420819,04/25/2016 12:00:00 AM,Written Warning,2C6116A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",SEATTLE,KING
413712,01/22/2015 12:00:00 AM,Written Warning,7G5022A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),ARLINGTON,SNOHOMISH
413372,05/26/2016 12:00:00 AM,Written Warning,2C6147A,69.50.357,(MJ) Retail outlet selling unauthorized products.,SEATTLE,KING
413097,08/03/2015 12:00:00 AM,Written Warning,7C5215A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORPORATED AREAS,MASON
412070,09/04/2015 12:00:00 AM,Written Warning,7D5247A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
415921,09/28/2016 12:00:00 AM,Written Warning,7P6272B,314.55.104,(MJ) Marijuana processor extraction requirements.,UNINCORPORATED AREAS,CHELAN
414532,12/16/2016 12:00:00 AM,AVN,2D6351A,314.55.079,(MJ) Sale or service to minor,SEATTLE,KING
416458,01/13/2016 12:00:00 AM,AVN,7B6013A,314.55.083(3),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
413600,02/06/2015 12:00:00 AM,Written Warning,4I5037C,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",UNINCORPORATED AREAS,CHELAN
412077,08/03/2015 12:00:00 AM,Written Warning,7C5215C,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORPORATED AREAS,MASON
412784,11/06/2014 12:00:00 AM,Written Warning,7L4310A,314.55.075,(MJ) Unauthorized sale to a retail licensee. (producer),MOXEE,YAKIMA
414152,02/02/2016 12:00:00 AM,Written Warning,7D6033B,314.55.097,(MJ) Failure for a producer to meet marijuana waste disposal requirements. (producer),UNINCORPORATED AREAS,MASON
412235,08/03/2015 12:00:00 AM,Written Warning,7M5215A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,AIRWAY HEIGHTS,SPOKANE
415031,04/13/2016 12:00:00 AM,Written Warning,3G6104A,314.55.155(1),"(MJ) Advertising violations: Sign exceeding 1600 square inches; within 1000 feet of prohibited areas; on or in public transit vehicles, shelters, or publicly owned or operated property.",MOUNTLAKE TERRACE,SNOHOMISH
416124,01/20/2016 12:00:00 AM,Written Warning,7B6020A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),TACOMA,PIERCE
416334,02/22/2016 12:00:00 AM,Written Warning,7B6053B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KITSAP
412959,08/19/2016 12:00:00 AM,Written Warning,7H6232A,314.55.083(5),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,OKANOGAN
412567,07/31/2015 12:00:00 AM,Written Warning,7I5212B,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments (producer),UNINCORP. AREAS,WHATCOM
412196,05/05/2016 12:00:00 AM,Written Warning,7L6126A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,YAKIMA
413926,02/16/2017 12:00:00 AM,Written Warning,4R7047A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,SPOKANE (CITY),SPOKANE
412341,03/22/2016 12:00:00 AM,Written Warning,7R6082A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),HOQUIAM,GRAYS HARBOR
412425,07/05/2016 12:00:00 AM,Written Warning,7B6187A,314.55.084,"(MJ) Using unauthorized pesticides, soil amendments, fertilizers, other crop production aids.",TACOMA,PIERCE
414785,01/12/2015 12:00:00 AM,Written Warning,2E5012A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SEATTLE,KING
415970,07/28/2015 12:00:00 AM,Written Warning,7C5209A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,JEFFERSON
415470,12/22/2015 12:00:00 AM,Written Warning,3B5356B,69.50.357,(MJ) Retail outlet selling unauthorized products.,BELLINGHAM,WHATCOM
417155,01/06/2017 12:00:00 AM,Written Warning,7N7006A,314.55.035,(MJ) True party of interest violation.,SPOKANE (CITY),SPOKANE
414958,02/14/2017 12:00:00 AM,Written Warning,4H7045A,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,ELLENSBURG,KITTITAS
416315,01/06/2015 12:00:00 AM,Written Warning,7G5006A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
414761,01/19/2016 12:00:00 AM,Written Warning,1L6019B,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,VANCOUVER,CLARK
416539,12/17/2014 12:00:00 AM,Written Warning,7N4351A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,STEVENS
416548,12/11/2014 12:00:00 AM,Written Warning,7O4345A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems.,UNINCORP. AREAS,BENTON
416502,01/31/2017 12:00:00 AM,Written Warning,7D7031A,314.55.085,(MJ) Violation of transportation requirements.,LONGVIEW,COWLITZ
413762,10/03/2014 12:00:00 AM,Written Warning,3C4276A,314.55.089,(MJ) Failure to submit monthly tax reports and/or payments.,SEDRO WOOLLEY,SKAGIT
416315,03/22/2016 12:00:00 AM,Written Warning,7J6083B,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),SEATTLE,KING
412943,08/29/2014 12:00:00 AM,Written Warning,7D4241C,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,KITSAP
414065,01/22/2016 12:00:00 AM,Written Warning,4G6022C,69.50.357,(MJ) Retail outlet selling unauthorized products.,WENATCHEE,CHELAN
416539,12/17/2014 12:00:00 AM,Written Warning,7N4351A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,STEVENS
412672,01/13/2015 12:00:00 AM,Written Warning,7G5013A,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,UNINCORPORATED AREAS,SNOHOMISH
415695,01/23/2015 12:00:00 AM,Written Warning,3W5023A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,BELLEVUE,KING
413586,02/12/2015 12:00:00 AM,Written Warning,4Q5043A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,SPOKANE (CITY),SPOKANE
402039,08/04/2015 12:00:00 AM,Written Warning,2A5216A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,SEATTLE,KING
412882,10/05/2016 12:00:00 AM,Written Warning,1C6279A,314.55.085,(MJ) Violation of transportation requirements.,TUMWATER,THURSTON
416548,01/05/2015 12:00:00 AM,Written Warning,7O5005A,314.55.085,(MJ) Violation of transportation requirements.,UNINCORP. AREAS,BENTON
416102,06/06/2016 12:00:00 AM,Written Warning,3G6158A,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,UNINCORPORATED AREAS,SNOHOMISH
413287,02/24/2015 12:00:00 AM,Written Warning,7N5055A,314.55.155(2),(MJ) Advertising: Violations (statements/illustrations).,SPOKANE VALLEY,SPOKANE
412370,09/23/2015 12:00:00 AM,Written Warning,3C5266B,314.55.155,(MJ) Advertising: Violations (statements/illustrations).,MOUNT VERNON,SKAGIT
412213,07/31/2015 12:00:00 AM,Written Warning,7O5212C,314.55.092,(MJ) Failure to submit monthly tax reports and/or payments.,UNINCORPORATED AREAS,CHELAN
412585,11/01/2014 12:00:00 AM,Written Warning,7D4305A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability. (producer),UNINCORP. AREAS,CLALLAM
413541,03/31/2016 12:00:00 AM,Written Warning,1U6091E,314.55.020,(MJ) Operating plan: Violations of a board-approved operating plan.,PORT ORCHARD,KITSAP
415459,02/12/2015 12:00:00 AM,Written Warning,7N5043A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,SPOKANE
417087,06/10/2016 12:00:00 AM,Written Warning,7O6162A,314.55.083(3),(MJ) Failure to maintain required security alarm and surveillance systems. (producer),UNINCORP. AREAS,BENTON
413021,01/29/2015 12:00:00 AM,Written Warning,7H5029A,314.55.083(4),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORP. AREAS,KITTITAS
413201,03/18/2016 12:00:00 AM,Written Warning,7B6078A,314.55.083(6),(MJ) Failure to utilize and/or maintain traceability (processor or retail licensee).,UNINCORPORATED AREAS,GRAYS HARBOR
