Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateIssued,DayPhone,ManuallyCleaned,Source
FIRE CANNABIS CO                             ,421738,6.03E+15,903 ENGH RD SUITE D           ,                         ,OMAK                    ,WA,OKANOGAN,988419627,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190925,7202719997,0,0
CHIMACUM CANNABIS                            ,413492,6.04E+15,9034 BEAVER VALLEY ROAD       ,                         ,CHIMACUM                ,WA,JEFFERSON,983258781,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200514,2066818394,0,0
ZIA RECREATIONAL                             ,415488,6.03E+15,905 SIMPSON AVENUE            ,                         ,HOQUIAM                 ,WA,GRAYS HARBOR,985503020,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191121,5057128255,0,0
THE BACK PORCH                               ,415645,6.04E+15,907 N WENATCHEE AVENUE STE B  ,                         ,WENATCHEE               ,WA,CHELAN,985011572,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190726,5098881536,0,0
SPOKANE GREEN LEAF                           ,422146,6.03E+15,9107 N COUNTRY HOMES BLVD #13 ,STE 13                   ,SPOKANE                 ,WA,SPOKANE,992185007,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191019,5099193467,0,0
BLAINE CANNABIS                              ,415064,6.05E+15,922 PEACE PORTAL DR           ,                         ,BLAINE                  ,WA,WHATCOM,982304409,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,3603328922,0,0
CINDER                                       ,423096,6.03E+15,927 W 2ND AVE STE 1           ,                         ,SPOKANE                 ,WA,SPOKANE,992014501,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191231,5092930365,0,0
WALLA WALLA CANNABIS COMPANY                 ,415641,6.03E+15,927 W MAIN ST                 ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993622746,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191218,5098764946,0,0
NIRVANA CANNABIS COMPANY                     ,422329,6.03E+15,930 1/2 VALLEY MALL PKWY      ,                         ,EAST WENATCHEE          ,WA,DOUGLAS,988024402,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191030,5098082361,0,0
SATORI                                       ,414664,6.03E+15,9301 N DIVISION ST STE B-C    ,                         ,SPOKANE                 ,WA,SPOKANE,992181254,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200504,5099947051,0,0
FLOYD'S                                      ,420478,6.04E+15,933 E JOHNS PRAIRIE RD        ,                         ,SHELTON                 ,WA,MASON,985841270,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200228,2067710350,0,0
CANNABIS PROVISIONS INC.                     ,425585,6.03E+15,938 N 200TH ST STE C          ,                         ,SHORELINE               ,WA,KING,981333149,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191003,2066295235,0,0
EMERALD COAST                                ,420416,6.03E+15,939 N CALLOW AVE # 100-B      ,                         ,BREMERTON               ,WA,KITSAP,983123806,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200523,3608131006,0,0
NXNW RETAIL LLC/CANNABIS & GLASS             ,82587,6.03E+15,9403 E TRENT AVE              ,                         ,MILLWOOD                ,WA,SPOKANE,992064218,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191123,5093096974,0,0
STICKY'S                                     ,421326,6.03E+15,9411 NE HIGHWAY 99 STE 4      ,                         ,VANCOUVER               ,WA,CLARK,986658969,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191003,5099521602,0,0
MAIN STREET MARIJUANA LONGVIEW               ,421789,6.04E+15,945 WASHINGTON WAY STE 121    ,                         ,LONGVIEW                ,WA,COWLITZ,986324059,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200320,3606063260,0,0
BETTER BUDS                                  ,430175,6.04E+15,946 WASHINGTON WAY STE 100    ,                         ,LONGVIEW                ,WA,COWLITZ,986324030,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200421,3609676056,0,0
MARI J'S HIGHWAY POT SHOP                    ,414893,6.03E+15,9506 19TH AVE SE              ,                         ,EVERETT                 ,WA,SNOHOMISH,982083801,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190110,2065506021,0,0
SWEET JANE                                   ,423829,6.03E+15,9507 STATE ROUTE 302 NW # B   ,                         ,GIG HARBOR              ,WA,PIERCE,983297102,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191025,2532457831,0,0
APEX CANNABIS                                ,421110,6.03E+15,955 W BROADWAY AVE            ,                         ,MOSES LAKE              ,WA,GRANT,988370000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20190702,5094990646,0,0
THE JOINT                                    ,420801,6.04E+15,9574 OLD HWY 99 NORTH RD STE B,                         ,BURLINGTON              ,WA,SKAGIT,982336811,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200222,3607550755,0,0
LTTLE MOON TRADING COMPANY                   ,413820,6.03E+15,9601 EL CAMINO LN SE          ,                         ,YELM                    ,WA,THURSTON,985978717,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,3602642775,0,0
LOCALS CANNA HOUSE                           ,414823,6.03E+15,9616 E SPRAGUE AVE            ,STE B                    ,SPOKANE VALLEY          ,WA,SPOKANE,992060000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191122,5092946552,0,0
THE VAULT CANNABIS                           ,414829,6.04E+15,9626 32ND ST SE               ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200130,4252488559,0,0
BUD NATION                                   ,415203,6.04E+15,9640 16TH AVE SW STE C & D    ,                         ,SEATTLE                 ,WA,KING,981062827,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200222,2066027888,0,0
LONGVIEW FREEDOM MARKET                      ,413544,6.03E+15,971 14TH AVE STE 110          ,                         ,LONGVIEW                ,WA,COWLITZ,986324049,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20191214,3602617055,0,0
GREENSIDE RECREATIONAL                       ,413372,6.03E+15,9724 AURORA AVE N             ,                         ,SEATTLE                 ,WA,KING,981033223,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200124,2067907036,0,0
UNCLE IKE'S                                  ,421514,6.05E+15,9822 15TH AVE SW STE B        ,                         ,SEATTLE                 ,WA,KING,981062850,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200624,2064203784,0,0
MR. O.G.                                     ,417949,6.04E+15,9823 15TH AVE SW UNIT D1      ,UNIT D1                  ,SEATTLE                 ,WA,KING,981062847,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200612,2066128710,0,0
HANGER 420 SNOHOMISH                         ,421873,6.04E+15,9929 AIRPORT WAY UNIT 1       ,                         ,SNOHOMISH               ,WA,SNOHOMISH,982968229,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20200222,2064987171,0,0
CHRONICS                                     ,415292,6.03E+15,PARCEL #10102000301           ,                         ,ROCK ISLAND             ,WA,DOUGLAS,988500000,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),,2062354678,0,0
A PIPE DREAM                                 ,422849,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,MORTON                  ,WA,LEWIS,983560000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180618,2069632900,0,0
ALIEN COMMANDER LLC                          ,422663,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,BELLEVUE                ,WA,KING,980040000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190327,2064099468,0,0
"C4U2, LLC (TITLE OWNER ONLY)                 ",422362,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986658928,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190715,3607987194,0,0
CANNABIS SUPER STORE LLC                     ,422745,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,BAINBRIDGE ISLAND       ,WA,KITSAP,981102188,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20191105,4255030962,0,0
CHAMBERS BAY CANNABIS COMPANY                ,423272,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,UNIVERSITY PLACE        ,WA,PIERCE,984664107,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170508,3607101577,0,0
CHOICE RETAIL                                ,421114,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,CAMAS                   ,WA,CLARK,986072454,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171102,2532250200,0,0
CLEAR MIND CANNABIS                          ,422713,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,PASCO                   ,WA,FRANKLIN,993016402,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180310,3607981619,0,0
CREDIBLE COMMODITIES                         ,421576,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982015082,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171227,2066508928,0,0
DANK'S WONDER EMPORIUM                       ,412485,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,CENTRALIA               ,WA,LEWIS,985313338,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190119,3234543767,0,0
EXPONENTIAL 3                                ,426448,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,BELLEVUE                ,WA,KING,980043800,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180314,2068527155,0,0
FIVE POINTS OF PIERCE COUNTY LLC             ,424498,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,CHEHALIS                ,WA,LEWIS,985328717,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171109,2532731260,0,0
FLORAL FANATIX LLC                           ,422059,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,OCEAN SHORES            ,WA,GRAYS HARBOR,985690000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180308,3608904918,0,0
GREEN LADY MARIJUANA                         ,422578,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980364716,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170411,3607898891,0,0
GREEN STATION 1                              ,414506,6.02E+15,RETAIL TITLE CERTIFICATE      ,                         ,SEATAC                  ,WA,KING,981481965,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20200115,2062413760,0,0
GREEN2GO PASCO                               ,422782,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,PASCO                   ,WA,FRANKLIN,993010000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20181022,5095917100,0,0
GRINGO CALIENTE                              ,421846,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,RICHLAND                ,WA,BENTON,993520000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171027,2067907229,0,0
HIGH 502                                     ,421726,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,TOLEDO                  ,WA,LEWIS,985910000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20181103,2532731260,0,0
J & K CANNABIS                               ,355804,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984991030,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170912,2534684440,0,0
JD'S PROCUREMENT                             ,422725,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,MOSSYROCK               ,WA,LEWIS,985640000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20181213,3607987194,0,0
JST INTERNATIONAL                            ,415053,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980030000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20191211,2533328800,0,0
KEYSTONE CREATIONS                           ,414090,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,FEDERAL WAY             ,WA,KING,980034994,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190926,2533559704,0,0
MARY JANE'S HOUSE OF MARIJUANA               ,413844,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,WASHOUGAL               ,WA,CLARK,986712123,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20200110,3609312169,0,0
ONE LOVE COLLECTIVE                          ,421910,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180404,2062278088,0,0
ONE LOVE COLLECTIVE                          ,422107,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,KENT                    ,WA,KING,980320000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180228,2062278088,0,0
ORIGINS CANNABIS                             ,421432,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,MONROE                  ,WA,SNOHOMISH,982721938,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180103,2535072167,0,0
PMR INDUSTRIES                               ,425851,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,LAKEWOOD                ,WA,PIERCE,984993514,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171121,2536786934,0,0
SATORI                                       ,421848,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,NEWPORT                 ,WA,PEND OREILLE,991569302,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180103,5099990148,0,0
SATORI                                       ,422659,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,RICHLAND                ,WA,BENTON,993520000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180103,5099990148,0,0
SATORI                                       ,422703,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,KENNEWICK               ,WA,BENTON,993361966,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170717,5202508988,0,0
SMP RETAIL LLC (TITLE OWNER ONLY)            ,422390,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982036103,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20181108,4254710283,0,0
TEAM CREME                                   ,414663,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,VANCOUVER               ,WA,CLARK,986611246,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171216,5093276833,0,0
THE FORBIDDEN FLOWER                         ,422328,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,KENNEWICK               ,WA,BENTON,993362677,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171109,2062350635,0,0
THE GREEN RECREATIONAL CANNABIS              ,413603,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,KENT                    ,WA,KING,980322718,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171019,2065793661,0,0
THE HERBAL GARDENS                           ,426198,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,PUYALLUP                ,WA,PIERCE,983713313,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180129,2533530740,0,0
THE HERBERY (TITLE OWNER ONLY)               ,414886,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,RIDGEFIELD              ,WA,CLARK,986423354,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190613,3609079694,0,0
THE JOINT                                    ,422448,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,LAKE STEVENS            ,WA,SNOHOMISH,982580000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171214,4254710283,0,0
TOP CAT ENTERPRISES                          ,414513,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982717808,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20171007,2534489170,0,0
W.V.S. LLC                                   ,422399,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,EVERETT                 ,WA,SNOHOMISH,982043757,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20191206,2062715468,0,0
WASHINGTON GREEN LEAF                        ,414128,6.03E+15,RETAIL TITLE CERTIFICATE      ,                         ,CENTRALIA               ,WA,LEWIS,985319649,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20200506,4253124423,0,0
WASHINGTON RETAIL PARTNERS LLC               ,422602,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,KENNEWICK               ,WA,BENTON,993360000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20180123,2067697115,0,0
YOGAS GREEN TIKI OF BELLINGHAM               ,422443,6.04E+15,RETAIL TITLE CERTIFICATE      ,                         ,BATTLE GROUND           ,WA,CLARK,986045227,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20190320,3607101577,0,0
