scrape,wmsite,address,city,email,street,st,dateaccess,dispensaryname,slug,med_rec,zipcode,ManuallyCleaned,Source
227,https://weedmaps.com/dispensaries/hwy-420-2-2,"11493 Clear Creek rd. NW, Silverdale, WA 98383",Silverdale,cheryl@hwy420.xyz,11493 Clear Creek rd. NW,WA,5/26/18,Hwy 420- Silverdale,hwy-420-2-2,recreational,98383,0,
242,https://weedmaps.com/dispensaries/hwy-420-2-2,"11493 Clear Creek rd. NW, Silverdale, WA 98383",Silverdale,cheryl@hwy420.xyz,11493 Clear Creek rd. NW,WA,12/16/18,Hwy 420- Silverdale,hwy-420-2-2,recreational,98383,0,
245,https://weedmaps.com/dispensaries/hwy-420-2-2,"11493 Clear Creek rd. NW,Silverdale,Washington 98383",Silverdale,cheryl@hwy420.xyz,11493 Clear Creek rd. NW,WA,6/23/19,HWY 420 - Silverdale,hwy-420-2-2,recreational,98383,0,
154,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St, Seattle, Wa 98121",Seattle,haveaheartbelltown@gmail.com,115 Blanchard St,WA,11/25/16,Have a Heart Belltown,,recreational,98121,0,
184,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St, Seattle, Wa 98121",Seattle,haveaheartbelltown@gmail.com,115 Blanchard St,WA,5/27/17,Have a Heart Belltown,,recreational,98121,0,
215,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St, Seattle, Wa 98121",Seattle,haveaheartbelltown@gmail.com,115 Blanchard St,WA,11/25/17,Have a Heart Belltown,,recreational,98121,0,
227,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St, Seattle, Wa 98121",Seattle,haveaheartbelltown@gmail.com,115 Blanchard St,WA,5/26/18,Have a Heart Belltown,have-a-heart-belltown,recreational,98121,0,
242,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St, Seattle, Wa 98121",Seattle,haveaheartbelltown@gmail.com,115 Blanchard St,WA,12/16/18,Have a Heart Belltown,have-a-heart-belltown,recreational,98121,0,
245,https://weedmaps.com/dispensaries/have-a-heart-belltown,"115 Blanchard St,Seattle,Washington 98121",Seattle,belltown@haveaheartcc.com,115 Blanchard St,WA,6/23/19,Have a Heart Belltown,have-a-heart-belltown,recreational,98121,0,
154,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East, Puyallup, Wa 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,11/25/16,Northwest Cannabis Connection,,recreational,98373,0,
184,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East, Puyallup, Wa 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,5/27/17,Northwest Cannabis Connection,,recreational,98373,0,
215,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East, Puyallup, Wa 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,11/25/17,Northwest Cannabis Connection,,recreational,98373,0,
227,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East, Puyallup, Wa 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,5/26/18,Northwest Cannabis Connection,northwest-cannabis-connection,recreational,98373,0,
242,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East, Puyallup, Wa 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,12/16/18,Northwest Cannabis Connection,northwest-cannabis-connection,recreational,98373,0,
245,https://weedmaps.com/dispensaries/northwest-cannabis-connection,"11522 Canyon Rd East,Puyallup,Washington 98373",Puyallup,nwcccanyon@gmail.com,11522 Canyon Rd East,WA,6/23/19,Northwest Cannabis Connection,northwest-cannabis-connection,recreational,98373,0,
154,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South, Seattle, WA 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,11/25/16,Clutch Cannabis,,recreational,98178,0,
184,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South, Seattle, WA 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,5/27/17,Clutch Cannabis,,recreational,98178,0,
215,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South, Seattle, WA 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,11/25/17,Clutch Cannabis,,recreational,98178,0,
227,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South, Seattle, WA 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,5/26/18,Clutch Cannabis,clutch-cannabis,recreational,98178,0,
242,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South, Seattle, WA 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,12/16/18,Clutch Cannabis,clutch-cannabis,recreational,98178,0,
245,https://weedmaps.com/dispensaries/clutch-cannabis,"11537 Rainier Ave South,Seattle,Washington 98178",Seattle,info@clutchcannabis.com,11537 Rainier Ave South,WA,6/23/19,Clutch Cannabis,clutch-cannabis,recreational,98178,0,
154,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St., Kirkland, Wa 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,11/25/16,Starbuds-Grand Opening!!,,recreational,98033,0,
184,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St., Kirkland, WA 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,5/27/17,Starbuds,,recreational,98033,0,
215,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St., Kirkland, WA 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,11/25/17,Starbuds,,recreational,98033,0,
227,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St., Kirkland, WA 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,5/26/18,Starbuds,starbuds-4,recreational,98033,0,
242,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St., Kirkland, WA 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,12/16/18,Starbuds,starbuds-4,recreational,98033,0,
245,https://weedmaps.com/dispensaries/starbuds-4,"11834 NE 90th St.,Kirkland,Washington 98033",Kirkland,starbudskirkland@gmail.com,11834 NE 90th St.,WA,6/23/19,Starbuds,starbuds-4,recreational,98033,0,
127,http://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,5/22/16,Fweedom Cannabis - Seattle,,recreational,98133,0,
154,https://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,11/25/16,Fweedom Cannabis - Seattle,,recreational,98133,0,
184,https://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,5/27/17,Fweedom Cannabis - Seattle,,recreational,98133,0,
215,https://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,11/25/17,Fweedom Cannabis - Seattle,,recreational,98133,0,
227,https://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,5/26/18,Fweedom Cannabis - Seattle,fweedom-collective-seattle,recreational,98133,0,
242,https://weedmaps.com/dispensaries/fweedom-collective-seattle,"12001 Aurora Ave N, Seattle, WA 98133",Seattle,FweedomCannabis@gmail.com,12001 Aurora Ave N,WA,12/16/18,Fweedom Cannabis - Seattle,fweedom-collective-seattle,recreational,98133,0,
184,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2,"1210 North Wenatchee Ave Suite J, Wenatchee, Wa 98801",Wenatchee,allie.ajordan@gmail.com,1210 North Wenatchee Ave Suite J,WA,5/27/17,The Happy Crop Shoppe- Wenatchee,,recreational,98801,0,
215,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2,"1210 North Wenatchee Ave Suite J, Wenatchee, Wa 98801",Wenatchee,allie.ajordan@gmail.com,1210 North Wenatchee Ave Suite J,WA,11/25/17,The Happy Crop Shoppe- Wenatchee,,recreational,98801,0,
227,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2,"1210 North Wenatchee Ave Suite J, Wenatchee, Wa 98801",Wenatchee,allie.ajordan@gmail.com,1210 North Wenatchee Ave Suite J,WA,5/26/18,The Happy Crop Shoppe- Wenatchee,the-happy-crop-shoppe-2-2,recreational,98801,0,
242,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2,"1210 North Wenatchee Ave Suite J, Wenatchee, Wa 98801",Wenatchee,allie.ajordan@gmail.com,1210 North Wenatchee Ave Suite J,WA,12/16/18,The Happy Crop Shoppe- Wenatchee,the-happy-crop-shoppe-2-2,recreational,98801,0,
245,https://weedmaps.com/dispensaries/the-happy-crop-shoppe-2-2,"1210 North Wenatchee Ave Suite J,Wenatchee,Washington 98801",Wenatchee,allie.ajordan@gmail.com,1210 North Wenatchee Ave Suite J,WA,6/23/19,The Happy Crop Shoppe - Wenatchee,the-happy-crop-shoppe-2-2,recreational,98801,0,
184,https://weedmaps.com/dispensaries/sparket-420-alternative-health,"1215 E Front St., Port Angeles, WA 98362",Port Angeles,wendyb.rnr@gmail.com,1215 E Front St.,WA,5/27/17,Sparket,,recreational,98362,0,
154,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave, Ione, WA 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,11/25/16,Pend Oreille  Cannabis Company,,recreational,99139,0,
184,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave, Ione, WA 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,5/27/17,Pend Oreille  Cannabis Company,,recreational,99139,0,
215,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave, Ione, WA 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,11/25/17,Pend Oreille Cannabis Company,,recreational,99139,0,
227,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave, Ione, WA 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,5/26/18,Pend Oreille Cannabis Company,pend-oreille-company,recreational,99139,0,
242,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave, Ione, WA 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,12/16/18,Pend Oreille Cannabis Company,pend-oreille-company,recreational,99139,0,
245,https://weedmaps.com/dispensaries/pend-oreille-company,"124 East Riverside Ave,Ione,Washington 99139",Ione,pocannabis@gmail.com,124 East Riverside Ave,WA,6/23/19,Pend Oreille Cannabis Company,pend-oreille-company,recreational,99139,0,
101,http://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,11/22/15,Cascade Herb Company,,recreational,98225,0,
127,http://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,5/22/16,Cascade Herb Company,,recreational,98225,0,
154,https://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,11/25/16,Cascade Herb Company,,recreational,98225,0,
184,https://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,5/27/17,Cascade Herb Company,,recreational,98225,0,
215,https://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,11/25/17,Cascade Herb Company,,recreational,98225,0,
227,https://weedmaps.com/dispensaries/cascade-herb-company,"1240 E. Maple St, Suite 103, Bellingham, WA 98225",Bellingham,cascadeherb@gmail.com,"1240 E. Maple St, Suite 103",WA,5/26/18,Cascade Herb Company,cascade-herb-company,recreational,98225,0,
154,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10, Kirkland, Washington 98034",Kirkland,info@higherleaf.com,12525 Willows Road NE Suite 10,WA,11/25/16,Higher Leaf,,recreational,98034,0,
184,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10, Kirkland, Washington 98034",Kirkland,info@higherleaf.com,12525 Willows Road NE Suite 10,WA,5/27/17,Higher Leaf Kirkland,,recreational,98034,0,
215,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10, Kirkland, Washington 98034",Kirkland,info@higherleaf.com,12525 Willows Road NE Suite 10,WA,11/25/17,Higher Leaf Kirkland,,recreational,98034,0,
227,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10, Kirkland, Washington 98034",Kirkland,info@higherleaf.com,12525 Willows Road NE Suite 10,WA,5/26/18,Higher Leaf Kirkland,higher-leaf-2,recreational,98034,0,
242,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10, Kirkland, Washington 98034",Kirkland,markering@higherleaf.com,12525 Willows Road NE Suite 10,WA,12/16/18,Higher Leaf Kirkland,higher-leaf-2,recreational,98034,0,
245,https://weedmaps.com/dispensaries/higher-leaf-2,"12525 Willows Road NE Suite 10,Kirkland,Washington 98034",Kirkland,markering@higherleaf.com,12525 Willows Road NE Suite 10,WA,6/23/19,Higher Leaf Kirkland,higher-leaf-2,recreational,98034,0,
184,https://weedmaps.com/dispensaries/green-theory,"12827 SE 40th Place, Bellevue, WA 98004",Bellevue,info@green-theory.com,12827 SE 40th Place,WA,5/27/17,Green - Theory ***COMING SOON***,,recreational,98004,0,
215,https://weedmaps.com/dispensaries/green-theory,"12827 SE 40th Place, Bellevue, WA 98006",Bellevue,info@green-theory.com,12827 SE 40th Place,WA,11/25/17,Green - Theory Factoria,,recreational,98006,0,
227,https://weedmaps.com/dispensaries/green-theory,"12827 SE 40th Place, Bellevue, WA 98006",Bellevue,info@green-theory.com,12827 SE 40th Place,WA,5/26/18,Green - Theory Factoria,green-theory,recreational,98006,0,
242,https://weedmaps.com/dispensaries/green-theory,"12827 SE 40th Place, Bellevue, WA 98006",Bellevue,info@green-theory.com,12827 SE 40th Place,WA,12/16/18,Green - Theory Factoria,green-theory,recreational,98006,0,
245,https://weedmaps.com/dispensaries/green-theory,"12827 SE 40th Place,Bellevue,Washington 98006",Bellevue,info@green-theory.com,12827 SE 40th Place,WA,6/23/19,Green - Theory Factoria,green-theory,recreational,98006,0,
101,http://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,11/22/15,Have A Heart Skyway,,recreational,98178,0,
127,http://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,5/22/16,Have a Heart - Skyway,,recreational,98178,0,
154,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,11/25/16,Have a Heart - Skyway,,recreational,98178,0,
184,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,5/27/17,Have a Heart - Skyway,,recreational,98178,0,
215,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,11/25/17,Have a Heart - Skyway,,recreational,98178,0,
227,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,5/26/18,Have a Heart - Skyway,have-a-heart-skyway,recreational,98178,0,
242,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S, Seattle, Wa 98178",Seattle,haveaheartskyway@gmail.com,12833 MLK Jr Way S,WA,12/16/18,Have a Heart - Skyway,have-a-heart-skyway,recreational,98178,0,
245,https://weedmaps.com/dispensaries/have-a-heart-skyway,"12833 MLK Jr Way S,Seattle,Washington 98178",Seattle,skyway@haveaheartcc.com,12833 MLK Jr Way S,WA,6/23/19,Have a Heart - Skyway,have-a-heart-skyway,recreational,98178,0,
154,https://weedmaps.com/dispensaries/the-gallery,"13005 Pacific Ave S., Tacoma, WA 98444",Tacoma,info@thegalleryco.com,13005 Pacific Ave S.,WA,11/25/16,The Gallery,,recreational,98444,0,
184,https://weedmaps.com/dispensaries/the-gallery,"13005 Pacific Ave S., Tacoma, WA 98444",Tacoma,info@thegalleryco.com,13005 Pacific Ave S.,WA,5/27/17,The Gallery - Tacoma,,recreational,98444,0,
215,https://weedmaps.com/dispensaries/the-gallery,"13005 Pacific Ave S., Tacoma, WA 98444",Tacoma,info@thegalleryco.com,13005 Pacific Ave S.,WA,11/25/17,The Gallery - Tacoma,,recreational,98444,0,
127,http://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,5/22/16,The Top Shelf ,,recreational,99224,0,
154,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,11/25/16,The Top Shelf ,,recreational,99224,0,
184,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,5/27/17,The Top Shelf ,,recreational,99224,0,
215,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,11/25/17,The Top Shelf,,recreational,99224,0,
227,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,5/26/18,The Top Shelf,the-top-shelf-2-9,recreational,99224,0,
242,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A, Airway Heights, WA 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,12/16/18,The Top Shelf,the-top-shelf-2-9,recreational,99224,0,
245,https://weedmaps.com/dispensaries/the-top-shelf-2-9,"1305 S. Hayford Rd. Ste A,Airway Heights,Washington 99224",Airway Heights,thetopshelf509@gmail.com,1305 S. Hayford Rd. Ste A,WA,6/23/19,The Top Shelf,the-top-shelf-2-9,recreational,99224,0,
154,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road, Sequim, WA 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,11/25/16,Karma Cannabis,,recreational,98382,0,
184,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road, Sequim, WA 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,5/27/17,Karma Cannabis,,recreational,98382,0,
215,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road, Sequim, WA 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,11/25/17,Karma Cannabis,,recreational,98382,0,
227,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road, Sequim, WA 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,5/26/18,Karma Cannabis,karma-cannabis,recreational,98382,0,
242,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road, Sequim, WA 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,12/16/18,Karma Cannabis,karma-cannabis,recreational,98382,0,
245,https://weedmaps.com/dispensaries/karma-cannabis,"131 River Road,Sequim,Washington 98382",Sequim,karmacannabisllc@yahoo.com,131 River Road,WA,6/23/19,Karma Cannabis,karma-cannabis,recreational,98382,0,
227,https://weedmaps.com/dispensaries/kushmart-south-everett,"13220 Highway 99, Everett, WA 98204",Everett,kushmartsoutheverett@gmail.com,13220 Highway 99,WA,5/26/18,KushMart South Everett,kushmart-south-everett,recreational,98204,0,
