Tradename,License #,UBI,Street Address,Suite/Rm,City,State,County,ZipCode,PrivDesc,PrivilegeStatus,DateCreated,DayPhone,ManuallyCleaned,Source
LOCAL ROOTS MARIJUANA                        ,415406,6.03E+15,13224 HWY 99                  ,STE A                    ,EVERETT                 ,WA,SNOHOMISH,982045424,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161103,4253617878,0,0
THE ROACH 420                                ,414216,6.03E+15,133 STATE AVE                 ,                         ,BREWSTER                ,WA,DOUGLAS,988129643,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161031,5098607111,0,0
SATORI                                       ,417114,6.03E+15,1330 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170406,5099947051,0,0
SUPERNOVA HEMP                               ,415086,6.03E+15,13333 BEL RED RD              ,                         ,BELLEVUE                ,WA,KING,980052332,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20140103,9174436112,0,0
MJ'S POT SHOP                                ,415314,6.03E+15,1335 SE BISHOP BLVD           ,                         ,PULLMAN                 ,WA,WHITMAN,991636408,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170104,5093321011,0,0
WE'RE JUST BUDS                              ,414995,6.03E+15,1340 SE BISHOP BLVD STE A     ,                         ,PULLMAN                 ,WA,WHITMAN,991636409,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170531,5093320160,0,0
JD'S PROCUREMENT                             ,422725,6.04E+15,1350 ATLANTIC AVE             ,                         ,WOODLAND                ,WA,COWLITZ,986748457,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160330,2067142819,0,0
TRU GREENTHUMB                               ,421929,6.04E+15,1350 ATLANTIC AVE             ,                         ,WOODLAND                ,WA,COWLITZ,986748457,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161117,3607314157,0,0
MARY JANE                                    ,415652,6.03E+15,13513 NE 126TH PL SUITE C     ,                         ,KIRKLAND                ,WA,KING,980340000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170320,4252996565,0,0
GREEN CITY COLLECTIVE                        ,413737,6.03E+15,13601 HIGHWAY 99 STE B        ,                         ,EVERETT                 ,WA,SNOHOMISH,982045496,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161008,4258693670,0,0
POT ZONE                                     ,415228,6.03E+15,13724 CANYON RD E             ,                         ,PUYALLUP                ,WA,PIERCE,983730000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161123,2533127280,0,0
420 SPOT SHOP                                ,414550,6.03E+15,1374 SE LUND AVE              ,                         ,PORT ORCHARD            ,WA,KITSAP,983665628,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170512,3608765699,0,0
BUDS-USA                                     ,422120,6.03E+15,13813 HWY S 99                ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871723,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20170711,3602592539,0,0
LUSCIOUS LEAF                                ,413245,6.04E+15,1392 W PINE ST  STE B         ,                         ,WALLA WALLA             ,WA,WALLA WALLA,993629496,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170526,5096432777,0,0
JASON J O BERGE                              ,422979,6.02E+15,13985 INTERURBAN AVE S        ,                         ,TUKWILA                 ,WA,KING,981685707,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4252693242,0,0
WESTERN BUD                                  ,421707,6.04E+15,1401 IOWA ST                  ,                         ,BELLINGHAM              ,WA,WHATCOM,982294763,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170601,3609331428,0,0
DANK'S WONDER EMPORIUM                       ,412485,6.03E+15,1402 WEST REYNOLDS AVE        ,                         ,CENTRALIA               ,WA,LEWIS,985313338,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170418,3234543767,0,0
THE EVERGREEN MARKET - REDMOND               ,422663,6.04E+15,1403 130TH AVE NE STE B       ,                         ,BELLEVUE                ,WA,KING,980050000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170530,4256812093,0,0
SPARKET                                      ,414223,6.03E+15,1403 E 1ST ST                 ,                         ,PORT ANGELES            ,WA,CLALLAM,983624607,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161121,9286997657,0,0
GREEN STAR CANNABIS                          ,410798,6.03E+15,1403 N DIVISION ST STE A      ,                         ,SPOKANE                 ,WA,SPOKANE,992021810,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161110,5099193398,0,0
MARIJUANA MART                               ,413370,6.03E+15,1405 YELM AVE E               ,                         ,YELM                    ,WA,THURSTON,985979480,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20150520,3604801912,0,0
MR. DOOBEES                                  ,424190,6.03E+15,1410 40TH ST                  ,                         ,SEAVIEW                 ,WA,PACIFIC,986442037,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170609,3608758016,0,0
ORIGINS CANNABIS                             ,421417,6.04E+15,1416 SW ROXBURY ST STE B      ,                         ,SEATTLE                 ,WA,KING,981062851,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161006,2065511309,0,0
CINDER                                       ,414817,6.03E+15,1421 N MULLAN RD STE B        ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992064051,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161006,5092413726,0,0
GREEN LADY EVERETT                           ,421667,6.04E+15,14221 LAKE ROAD               ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871710,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170111,5098697574,0,0
"TJ'S CANNABIS BUDS, OILS, AND MORE           ",415183,6.04E+15,1428 OLYMPIC HWY S   STE A    ,STE A                    ,SHELTON                 ,WA,MASON,985840000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170612,3604272990,0,0
"THE SPOT ON EVERGREEN III, INC               ",422806,6.04E+15,14303 55TH AVE NE             ,                         ,MARYSVILLE              ,WA,SNOHOMISH,982716615,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160402,4258924563,0,0
THE JOINT                                    ,420389,6.03E+15,14325 1ST AVE S   STE B       ,STE B.                   ,BURIEN                  ,WA,KING,981683418,MARIJUANA RETAILER                 ,PENDING (ISSUED),20170713,2062255555,0,0
GRASS                                        ,414785,6.03E+15,14343 15TH AVE NE             ,                         ,SEATTLE                 ,WA,KING,981253162,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160114,2066438576,0,0
SKY HIGH POT SHOP                            ,422710,6.04E+15,1438 W HWY 101                ,                         ,PORT ANGELES            ,WA,CLALLAM,983630000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170330,2534051918,0,0
TREEHOUSE CLUB                               ,413369,6.03E+15,14421 E TRENT AVE             ,                         ,SPOKANE VALLEY          ,WA,SPOKANE,992161392,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170622,5094132169,0,0
CANNARAIL STATION                            ,413366,6.00E+15,1448 BASIN ST NW SUITE A      ,                         ,EPHRATA                 ,WA,GRANT,988239695,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170314,5097541047,0,0
"FIRST AND THIRD, INC.                        ",422693,6.03E+15,1458 LAKE SAMISH RD STE B     ,                         ,BELLINGHAM              ,WA,WHATCOM,982297010,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160322,4255725905,0,0
PUGET SOUND MARIJUANA                        ,422109,6.04E+15,14608 HWY 99 SUITE #304       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980875500,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161108,2067553751,0,0
SWEET RELEAF                                 ,413385,6.04E+15,14637 STATE ROUTE 20          ,                         ,MOUNT VERNON            ,WA,SKAGIT,982737276,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170112,2069621025,0,0
RUCKUS                                       ,413692,6.03E+15,1465 E REPUBLICAN ST          ,                         ,SEATTLE                 ,WA,KING,981124512,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170726,2063630930,0,0
DOCKSIDE CANNABIS                            ,414569,6.03E+15,15001 AURORA AVE N            ,STE 15029                ,SHORELINE               ,WA,KING,981336134,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161212,2066186094,0,0
THE M STORE                                  ,415303,6.04E+15,1503 A E NOB HILL BLVD        ,                         ,YAKIMA                  ,WA,YAKIMA,989010000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170221,4252603482,0,0
THE JOINT                                    ,414065,6.03E+15,1510 N WENATCHEE AVE          ,                         ,WENATCHEE               ,WA,CHELAN,988011157,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161227,4254710283,0,0
LUCKY DOOBIE LLC                             ,421331,6.04E+15,1513 BASIN ST SW STE A        ,                         ,EPHRATA                 ,WA,GRANT,988232165,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2535140955,0,0
CANNABIS CENTRAL                             ,422944,6.03E+15,1514 W UNIVERSITY WAY         ,                         ,ELLENSBURG              ,WA,KITTITAS,989262337,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170310,5092011144,0,0
4:20 FRIENDLY                                ,413586,6.03E+15,1515 LEWIS ST                 ,                         ,SPOKANE                 ,WA,SPOKANE,992249785,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161020,5094990999,0,0
TOKER FRIENDLY                               ,417486,6.03E+15,1515 S LYONS RD  STE B        ,STE B                    ,AIRWAY HEIGHTS          ,WA,SPOKANE,990010000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20160725,5092448728,0,0
CANNABIS CENTRAL                             ,415662,6.03E+15,1516 WEST UNIVERSITY WAY      ,                         ,ELLENSBURG              ,WA,KITTITAS,989260000,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20160408,5098335556,0,0
W.V.S. LLC                                   ,422399,6.04E+15,1520 112TH ST SW SUITE B      ,                         ,EVERETT                 ,WA,SNOHOMISH,982043757,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161202,2062715468,0,0
MBER CORP                                    ,422974,6.03E+15,1520 STURGUS AVE S APT A      ,                         ,SEATTLE                 ,WA,KING,981443520,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160406,2063559355,0,0
MBER CORP                                    ,422975,6.03E+15,1520 STURGUS AVE S APT A STE B,                         ,SEATTLE                 ,WA,KING,981443520,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160406,2063559355,0,0
A GREEN LIFE                                 ,413361,6.03E+15,15219 NE 90TH ST UNIT B       ,                         ,REDMOND                 ,WA,KING,980523561,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170313,2068537391,0,0
"BRIGHTON BAY 2, LLC                          ",422707,6.04E+15,1530 E FRANCIS AVE STE B      ,                         ,SPOKANE                 ,WA,SPOKANE,992082738,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160329,2063999999,0,0
HAPPY DAZE                                   ,422690,6.04E+15,15340 NE 92ND ST STE C        ,                         ,REDMOND                 ,WA,KING,980523521,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160326,2067475796,0,0
GYPSY GREEN                                  ,421900,6.03E+15,1570 N NATIONAL AVE SUITE 105 ,                         ,CHEHALIS                ,WA,LEWIS,985322215,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170309,5055507710,0,0
KUSHMAN                                      ,421552,6.03E+15,15804 HIGHWAY 99 UNIT A       ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871426,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161209,4254441575,0,0
PUFF N CHILL LLC                             ,415238,6.04E+15,15919 HWY 99                  ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980871427,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170711,4252437082,0,0
WHITE RABBIT RETAIL                          ,414398,6.03E+15,15928 HWY 99                  ,                         ,LYNNWOOD                ,WA,SNOHOMISH,980870000,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20161031,4257454242,0,0
ALWAYS GREENER DOWNTOWN                      ,415486,6.04E+15,15937 REDMOND WAY STE B       ,                         ,REDMOND                 ,WA,KING,980523836,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170511,4258615497,0,0
A GREENER TODAY MARIJUANA                    ,414814,6.03E+15,16053 AURORA AVE N STE B      ,STE B                    ,SHORELINE               ,WA,KING,981332610,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170410,4257736021,0,0
YAKIMA WEED CO                               ,353928,6.03E+15,1606 FRUITVALE BLVD           ,                         ,YAKIMA                  ,WA,YAKIMA,989021237,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170623,4257520673,0,0
IT IS LIT                                    ,423203,6.04E+15,1611 S SMITTYS BLVD  STE B    ,STE B                    ,RITZVILLE               ,WA,ADAMS,991692264,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170123,5096600497,0,0
2020 SOLUTIONS                       ,422239,6.04E+15,1615 BASIN ST SW              ,                         ,EPHRATA                 ,WA,GRANT,988232134,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170418,3609154944,0,0
"ALL IS WELL 420, LLC                         ",422913,6.04E+15,1615 BASIN ST SW STE B        ,                         ,EPHRATA                 ,WA,GRANT,988232134,MARIJUANA RETAILER                 ,PENDING (NOT ISSUED),20160405,2532225697,0,0
MARLEY 420                                   ,420889,6.03E+15,16204 SE 272ND ST             ,STE 1                    ,COVINGTON               ,WA,KING,980428213,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170117,2067147733,0,0
MAIN STREET MARIJUANA EAST                   ,421805,6.04E+15,16219 SE 12TH ST  STE 104     ,                         ,VANCOUVER               ,WA,CLARK,986838905,MARIJUANA RETAILER                 ,ACTIVE (ISSUED),20170627,0,0,0
HIGH SOCIETY                                 ,421737,6.03E+15,1625 CENTER ST STE A          ,                         ,TACOMA                  ,WA,PIERCE,984097920,MARIJUANA RETAILER                 ,CLOSED (PERMANENT),20161028,3606610168,0,0
