License #,ID #,Trade Name,Issue Date,premise id,L/Street,L/City,CITY,County,Updated 2019,Gender,% Ownership,Self-Identified Race,Census Category,Race of Majority Ownership (Cumulative),Percent ofMajority,Ownership,Percent of Cumulative Majority,Final
420895,6041488560010001,EUPHORIUM 420,20190529,394,17917 VASHON HWY SW,VASHON,0,17,No,M,99.00%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
420898,6032194300010001,GREENHAND,20190516,394,2424 N MONROE STREET,SPOKANE,10,32,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420908,6043490230010001,BLUE PAC,20191108,394,4770 PACIFIC HWY STE A,BELLINGHAM,0,37,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,M,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,F,6.25%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,M,6.25%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,F,6.25%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,M,6.25%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,F,12.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,M,12.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,M,12.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,F,12.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
420934,6034229530010001,THE HAPPY CROP SHOPPE,20190720,394,1210 N WENATCHEE AVE STE J,WENATCHEE,5,4,No,F,20.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421005,6033500470010006,BUDS GARAGE,20191010,394,3015 EVERETT AVE,EVERETT,5,31,No,F,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421005,6033500470010006,BUDS GARAGE,20191010,394,3015 EVERETT AVE,EVERETT,5,31,No,M,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421005,6033500470010006,BUDS GARAGE,20191010,394,3015 EVERETT AVE,EVERETT,5,31,No,M,80.00%,Caucasian ,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421015,6036035380010001,FORBIDDEN CANNABIS CLUB,20190517,394,2358 ELMWAY UNIT B,OKANOGAN,6,24,Yes,Male,90.00%,East Indian,Asian,Asian,90%,Minority Owned,90%,Asian
421015,6036035380010001,FORBIDDEN CANNABIS CLUB,20190517,394,2358 ELMWAY UNIT B,OKANOGAN,6,24,Yes,Male,10.00%,Caucasian,White,Asian,90%,Minority Owned,90%,Asian
421069,6043505340010001,THC OF OLYMPIA,20190701,394,3203 MARTIN WAY E STE D,OLYMPIA,3,34,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421084,6033210770010003,PRC,20190604,394,5200 172ND ST NE F-101,ARLINGTON,1,31,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421084,6033210770010003,PRC,20190604,394,5200 172ND ST NE F-101,ARLINGTON,1,31,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421110,6033264170010002,APEX CANNABIS,20190702,394,955 W BROADWAY AVE,MOSES LAKE,9,13,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421110,6033264170010002,APEX CANNABIS,20190702,394,955 W BROADWAY AVE,MOSES LAKE,9,13,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421141,6035545560010001,UNCLE IKE'S,20190810,394,501 15TH AVE E,SEATTLE,26,17,No,F,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421141,6035545560010001,UNCLE IKE'S,20190810,394,501 15TH AVE E,SEATTLE,26,17,No,M,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421151,6032194490010004,MAGIC TREE COLLECTIVE 206,20190830,394,350 NE STADIUM WAY UNIT B,PULLMAN,12,38,No,M,100.00%,Black,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421168,6035537530010001,KARMA CANNABIS,20191010,394,131 RIVER RD   STE A,SEQUIM,3,5,No,F,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421168,6035537530010001,KARMA CANNABIS,20191010,394,131 RIVER RD   STE A,SEQUIM,3,5,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Female,2.50%,Latin,Hispanic/Latina/Latino,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Female,5.00%,Caucasian,White,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Male,8.28%,Asian,Asian,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Male,10.00%,Caucasian,White,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Male,16.42%,Caucasian,White,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Male,22.50%,Caucasian,White,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421261,6035582520010001,THE BAKEREE,20190912,394,74 S LUCILE ST  STE 102,SEATTLE,26,17,Yes,Male,35.30%,Caucasian,White,White,89%,Non-Minority Owned,89%,Non-Minority Owned
421326,6033444280010004,STICKY'S,20191003,394,9411 NE HIGHWAY 99 STE 4,VANCOUVER,0,6,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421335,6043374800010001,BUD STOP,20190701,394,6725 MARTIN WAY E,OLYMPIA,0,34,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421359,6035609550010001,KITSAP CANNABIS 2,20191029,394,1762 VILLAGE LN SE,PORT ORCHARD,0,18,No,F,50.00%,White ,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421359,6035609550010001,KITSAP CANNABIS 2,20191029,394,1762 VILLAGE LN SE,PORT ORCHARD,0,18,No,M,50.00%,White ,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421409,6031064400010002,HAVE A HEART CC,20190226,394,300 NW 85TH ST STE A,SEATTLE,26,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421491,6032945690010002,A & J MANAGEMENT GROUP,20190222,394,234 DIVISION ST NW STE B,OLYMPIA,3,34,No,M,1.00%,White,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421491,6032945690010002,A & J MANAGEMENT GROUP,20190222,394,234 DIVISION ST NW STE B,OLYMPIA,3,34,No,F,1.00%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421491,6032945690010002,A & J MANAGEMENT GROUP,20190222,394,234 DIVISION ST NW STE B,OLYMPIA,3,34,No,M,48.50%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421491,6032945690010002,A & J MANAGEMENT GROUP,20190222,394,234 DIVISION ST NW STE B,OLYMPIA,3,34,No,F,48.50%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421491,6032945690010002,A & J MANAGEMENT GROUP,20190222,394,234 DIVISION ST NW STE B,OLYMPIA,3,34,No,M,1.00%,Hispanic,Hispanic/Latina/Latino,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421514,6035617000010001,UNCLE IKES,20190906,394,9822 15TH AVE SW STE B,SEATTLE,0,17,No,F,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421514,6035617000010001,UNCLE IKES,20190906,394,9822 15TH AVE SW STE B,SEATTLE,0,17,No,M,90.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421552,6027085610010004,KUSHMAN,20190126,394,15804 HIGHWAY 99 UNIT A,LYNNWOOD,0,31,No,M,8.33%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421552,6027085610010004,KUSHMAN,20190126,394,15804 HIGHWAY 99 UNIT A,LYNNWOOD,0,31,No,M,91.67%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421562,6041296190010001,NATURES RECREATIONAL CENTER,20190807,394,3833 PACIFIC AVE STE 3-C,TACOMA,17,27,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421562,6041296190010001,NATURES RECREATIONAL CENTER,20190807,394,3833 PACIFIC AVE STE 3-C,TACOMA,17,27,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421577,6035650700010001,PLAUSIBLE PRODUCTS,20191221,394,8296 AVONDALE WAY NE STE B,REDMOND,24,17,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421616,6033562950010004,SATORI,20191012,394,100 E MAPLE ST STE A,BELLINGHAM,1,37,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421630,6033042060010002,KUSH POINTE,20191128,394,11811 MUKILTEO SPEEDWAY,MUKILTEO,0,31,No,M,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421630,6033042060010002,KUSH POINTE,20191128,394,11811 MUKILTEO SPEEDWAY,MUKILTEO,0,31,No,F,50.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421632,6041722670010002,GREEN RUSH INVESTMENT,20190824,394,1123 SLEATER KINNEY RD SE,LACEY,2,34,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421642,6035699590010002,BUDHUT,20191024,394,8529 52ND ST SE,SNOHOMISH,0,31,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421642,6035699590010002,BUDHUT,20191024,394,8529 52ND ST SE,SNOHOMISH,0,31,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421642,6035699590010002,BUDHUT,20191024,394,8529 52ND ST SE,SNOHOMISH,0,31,No,M,60.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421652,6033570100010002,ANACORTES CANNABIS,20191225,394,7656 STATE ROUTE 20 UNIT A,ANACORTES,1,29,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421658,6030389270010002,THE WASHINGTON STATE CANNABIS GROUP,20190827,394,8606 PRESTON FALL CITY RD SE,PRESTON,0,17,No,M,20.00%,White,White,Black or African American,60%,Minority Owned,60%,Black or African American
421658,6030389270010002,THE WASHINGTON STATE CANNABIS GROUP,20190827,394,8606 PRESTON FALL CITY RD SE,PRESTON,0,17,No,M,20.00%,White ,White,Black or African American,60%,Minority Owned,60%,Black or African American
421658,6030389270010002,THE WASHINGTON STATE CANNABIS GROUP,20190827,394,8606 PRESTON FALL CITY RD SE,PRESTON,0,17,No,M,60.00%,Black,Black or African American,Black or African American,60%,Minority Owned,60%,Black or African American
421667,6035644790010002,GREEN LADY EVERETT,20191221,394,14221 LAKE RD,LYNNWOOD,0,31,No,M,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421667,6035644790010002,GREEN LADY EVERETT,20191221,394,14221 LAKE RD,LYNNWOOD,0,31,No,F,20.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421667,6035644790010002,GREEN LADY EVERETT,20191221,394,14221 LAKE RD,LYNNWOOD,0,31,No,M,60.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421687,6035707080010001,NATURAL GREEN,20190104,394,51 MORGAN ST UNIT B,DAVENPORT,3,22,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421687,6035707080010001,NATURAL GREEN,20190104,394,51 MORGAN ST UNIT B,DAVENPORT,3,22,Yes,Female,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421695,6034471240010003,STAR 21,20191108,394,11042 1ST AVENUE S,SEATTLE,0,17,No,M,10.00%,Caucasian,White,No Majority,45%,Minority Owned,90%,Asian/Multiracial
421695,6034471240010003,STAR 21,20191108,394,11042 1ST AVENUE S,SEATTLE,0,17,No,M,45.00%,Asian,Asian,No Majority,45%,Minority Owned,90%,Asian/Multiracial
421695,6034471240010003,STAR 21,20191108,394,11042 1ST AVENUE S,SEATTLE,0,17,No,F,45.00%,Hispanic/Asian ,Multiracial,No Majority,45%,Minority Owned,90%,Asian/Multiracial
421698,6035719190010001,NEXT STEPS,20191116,394,2804 E 30TH AVE,SPOKANE,10,32,No,M,3.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421698,6035719190010001,NEXT STEPS,20191116,394,2804 E 30TH AVE,SPOKANE,10,32,No,F,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421698,6035719190010001,NEXT STEPS,20191116,394,2804 E 30TH AVE,SPOKANE,10,32,No,M,30.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421698,6035719190010001,NEXT STEPS,20191116,394,2804 E 30TH AVE,SPOKANE,10,32,No,M,56.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421702,6034040170010002,"SOUTHERN STAR HOLDINGS, LLC",20190529,394,6511 NE 137TH AVE,VANCOUVER,5,6,Yes,Male,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421707,6040313940010001,WESTERN BUD,20190821,394,1401 IOWA ST,BELLINGHAM,1,37,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421707,6040313940010001,WESTERN BUD,20190821,394,1401 IOWA ST,BELLINGHAM,1,37,Yes,Male,44.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421707,6040313940010001,WESTERN BUD,20190821,394,1401 IOWA ST,BELLINGHAM,1,37,Yes,Male,55.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421708,6035512750010004,SATORI FREMONT,20191009,394,316 N 36TH ST STE B,SEATTLE,26,17,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421709,6035924360010001,BETTER BUDS,20190112,394,841 NESS CORNER RD  STE B,PORT HADLOCK,0,16,No,M,10.00%,Caucasian,White,White,85%,Non-Minority Owned,85%,Non-Minority Owned
421709,6035924360010001,BETTER BUDS,20190112,394,841 NESS CORNER RD  STE B,PORT HADLOCK,0,16,No,M,10.00%,White,White,White,85%,Non-Minority Owned,85%,Non-Minority Owned
421709,6035924360010001,BETTER BUDS,20190112,394,841 NESS CORNER RD  STE B,PORT HADLOCK,0,16,No,M,15.00%,White,White,White,85%,Non-Minority Owned,85%,Non-Minority Owned
421709,6035924360010001,BETTER BUDS,20190112,394,841 NESS CORNER RD  STE B,PORT HADLOCK,0,16,No,M,50.00%,White,White,White,85%,Non-Minority Owned,85%,Non-Minority Owned
421709,6035924360010001,BETTER BUDS,20190112,394,841 NESS CORNER RD  STE B,PORT HADLOCK,0,16,No,M,15.00%,Hispanic,Hispanic/Latina/Latino,White,85%,Non-Minority Owned,85%,Non-Minority Owned
421738,6033479550010002,FIRE CANNABIS CO,20190925,394,903 ENGH RD SUITE D,OMAK,7,24,No,M,10.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421738,6033479550010002,FIRE CANNABIS CO,20190925,394,903 ENGH RD SUITE D,OMAK,7,24,No,F,30.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421738,6033479550010002,FIRE CANNABIS CO,20190925,394,903 ENGH RD SUITE D,OMAK,7,24,No,M,60.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421757,6040523690010001,FREEDOM MARKET ILWACO,20191017,394,133 HOWERTON AVE SE STE B,ILWACO,1,25,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421757,6040523690010001,FREEDOM MARKET ILWACO,20191017,394,133 HOWERTON AVE SE STE B,ILWACO,1,25,No,M,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421777,6043045450010003,GREEN THEORY FACTORIA,20190802,394,12827 SE 40TH PL,BELLEVUE,4,17,No,M,20.00%,White,White,White,80%,Non-Minority Owned,80%,Non-Minority Owned
421777,6043045450010003,GREEN THEORY FACTORIA,20190802,394,12827 SE 40TH PL,BELLEVUE,4,17,No,M,20.00%,Asian,Asian,White,80%,Non-Minority Owned,80%,Non-Minority Owned
421777,6043045450010003,GREEN THEORY FACTORIA,20190802,394,12827 SE 40TH PL,BELLEVUE,4,17,No,M,60.00%,Caucasian,White,White,80%,Non-Minority Owned,80%,Non-Minority Owned
421789,6035719210010001,MAIN STREET MARIJUANA LONGVIEW,20191009,394,945 WASHINGTON WAY STE 121,LONGVIEW,4,8,No,,11.10%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421789,6035719210010001,MAIN STREET MARIJUANA LONGVIEW,20191009,394,945 WASHINGTON WAY STE 121,LONGVIEW,4,8,No,M,44.40%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421789,6035719210010001,MAIN STREET MARIJUANA LONGVIEW,20191009,394,945 WASHINGTON WAY STE 121,LONGVIEW,4,8,No,M,44.50%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421804,6033531960010004,THE JOINT,20191002,394,4336 ROOSEVELT WAY NE STE C,SEATTLE,26,17,No,M,40.00%,NA,Unknown,White,60%,Non-Minority Owned,60%,Non-Minority Owned
421804,6033531960010004,THE JOINT,20191002,394,4336 ROOSEVELT WAY NE STE C,SEATTLE,26,17,No,M,60.00%,White,White,White,60%,Non-Minority Owned,60%,Non-Minority Owned
421805,6035719200010001,MAIN STREET MARIJUANA EAST,20191009,394,16219 SE 12TH ST STE 104,VANCOUVER,5,6,No,F,4.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421805,6035719200010001,MAIN STREET MARIJUANA EAST,20191009,394,16219 SE 12TH ST STE 104,VANCOUVER,5,6,No,M,12.84%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421805,6035719200010001,MAIN STREET MARIJUANA EAST,20191009,394,16219 SE 12TH ST STE 104,VANCOUVER,5,6,No,M,41.58%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421805,6035719200010001,MAIN STREET MARIJUANA EAST,20191009,394,16219 SE 12TH ST STE 104,VANCOUVER,5,6,No,M,41.58%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421813,6033548000010003,CANNAZONE,20191227,394,5655 GUIDE MERIDIAN STE B,BELLINGHAM,0,37,No,M,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421826,6035615620010001,KAHD HOLDING,20191112,394,18850 103RD AVE SW UNIT 105,VASHON,0,17,No,F,25.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421826,6035615620010001,KAHD HOLDING,20191112,394,18850 103RD AVE SW UNIT 105,VASHON,0,17,No,M,25.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421826,6035615620010001,KAHD HOLDING,20191112,394,18850 103RD AVE SW UNIT 105,VASHON,0,17,No,M,50.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421873,6035813490010004,HANGER 420 SNOHOMISH,20190513,394,9929 AIRPORT WAY UNIT 1,SNOHOMISH,0,31,Yes,Female,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421873,6035813490010004,HANGER 420 SNOHOMISH,20190513,394,9930 AIRPORT WAY UNIT 1,SNOHOMISH,0,31,Yes,Male,95.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421876,6040720270010001,KUSH KLUB,20191025,394,17547 15TH AVE NE,SHORELINE,37,17,No,M,25.00%,AA,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421876,6040720270010001,KUSH KLUB,20191025,394,17547 15TH AVE NE,SHORELINE,37,17,No,M,25.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421876,6040720270010001,KUSH KLUB,20191025,394,17547 15TH AVE NE,SHORELINE,37,17,No,M,50.00%,African American,Black or African American,Black or African American,100%,Minority Owned,100%,Black or African American
421877,6041778340010002,CLEAR CHOICE CANNABIS,20191018,394,6733 STATE HWY 303 NE,BREMERTON,0,18,No,M,10.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421877,6041778340010002,CLEAR CHOICE CANNABIS,20191018,394,6733 STATE HWY 303 NE,BREMERTON,0,18,No,F,90.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421878,6042834300010001,TEAM STEVENS LLC,20190803,394,3941 COLVILLE RD,LOON LAKE,0,33,Yes,Male,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421878,6042834300010001,TEAM STEVENS LLC,20190803,394,3941 COLVILLE RD,LOON LAKE,0,33,Yes,Male,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421878,6042834300010001,TEAM STEVENS LLC,20190803,394,3941 COLVILLE RD,LOON LAKE,0,33,Yes,Male,39.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421878,6042834300010001,TEAM STEVENS LLC,20190803,394,3941 COLVILLE RD,LOON LAKE,0,33,Yes,Male,51.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421900,6032945690010003,GYPSY GREEN,20190222,394,1570 N NATIONAL AVE STE 105,CHEHALIS,2,21,No,F,1.00%,Cuacasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421900,6032945690010003,GYPSY GREEN,20190222,394,1570 N NATIONAL AVE STE 105,CHEHALIS,2,21,No,M,49.00%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421900,6032945690010003,GYPSY GREEN,20190222,394,1570 N NATIONAL AVE STE 105,CHEHALIS,2,21,No,F,49.00%,Caucasian,White,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421900,6032945690010003,GYPSY GREEN,20190222,394,1570 N NATIONAL AVE STE 105,CHEHALIS,2,21,No,F,1.00%,Hispanic,Hispanic/Latina/Latino,White,99%,Non-Minority Owned,99%,Non-Minority Owned
421918,6033185960010008,HERBAL ACCESS RETAIL,20190620,394,8962 BEAVER VALLEY RD,CHIMACUM,0,16,No,M,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
421953,6035764710010001,GOOBIE'S DOOBIES,20190913,394,28680 MAPLE VALLEY BLACK,MAPLE VALLEY,20,17,No,M,5.00%,Asian,Asian,White,95%,Non-Minority Owned,95%,Non-Minority Owned
421953,6035764710010001,GOOBIE'S DOOBIES,20190913,394,28680 MAPLE VALLEY BLACK,MAPLE VALLEY,20,17,No,F,95.00%,Caucasian,White,White,95%,Non-Minority Owned,95%,Non-Minority Owned
422000,6033575180010005,FWEEDOM CANNABIS,20191219,394,17907 STATE ROUTE 536,MOUNT VERNON,0,29,Yes,Female,5.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422000,6033575180010005,FWEEDOM CANNABIS,20191219,394,17903 STATE ROUTE 536,MOUNT VERNON,0,29,Yes,Male,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422000,6033575180010005,FWEEDOM CANNABIS,20191219,394,17904 STATE ROUTE 536,MOUNT VERNON,0,29,Yes,,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422000,6033575180010005,FWEEDOM CANNABIS,20191219,394,17905 STATE ROUTE 536,MOUNT VERNON,0,29,Yes,,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422000,6033575180010005,FWEEDOM CANNABIS,20191219,394,17906 STATE ROUTE 536,MOUNT VERNON,0,29,Yes,Male,23.75%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422010,6034471240010004,STAR OUTLET,20191113,394,7157 GUIDE MERIDIAN RD #3,LYNDEN,0,37,No,M,20.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
422010,6034471240010004,STAR OUTLET,20191113,394,7157 GUIDE MERIDIAN RD #3,LYNDEN,0,37,No,F,20.00%,Caucasian,White,Asian,60%,Minority Owned,60%,Asian
422010,6034471240010004,STAR OUTLET,20191113,394,7157 GUIDE MERIDIAN RD #3,LYNDEN,0,37,No,M,60.00%,Asian,Asian,Asian,60%,Minority Owned,60%,Asian
422027,6041722670010003,GREEN RUSH INVESTMENT,20190824,394,404 AUBURN WAY S STE 100,AUBURN,2,17,No,F,100.00%,White,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422037,6040551410010001,WESTERN BUD,20191023,394,20291 SR 20 UNIT 2,BURLINGTON,0,29,Yes,Male,50.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422037,6040551410010001,WESTERN BUD,20191023,394,20291 SR 20 UNIT 2,BURLINGTON,0,29,Yes,Male,44.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422037,6040551410010001,WESTERN BUD,20191023,394,20291 SR 20 UNIT 2,BURLINGTON,0,29,Yes,Male,55.50%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422044,6041339060010001,A GREENER TODAY MARIJUANA,20190703,394,19315 BOTHELL EVERETT HWY #1,BOTHELL,0,31,No,F,100.00%,Caucasian,White,White,100%,Non-Minority Owned,100%,Non-Minority Owned
422049,6035710750010001,FLOYDS,20191221,394,410 W STATE ST,SEDRO WOOLLEY,8,29,No,M,34.00%,NA,Unknown,White,66%,Non-Minority Owned,66%,Non-Minority Owned
422049,6035710750010001,FLOYDS,20191221,394,410 W STATE ST,SEDRO WOOLLEY,8,29,No,M,66.00%,White,White,White,66%,Non-Minority Owned,66%,Non-Minority Owned
